snapshot,link_A_usage_rate,link_B_usage_rate,link_C_usage_rate,link_D_usage_rate,link_E_usage_rate,link_F_usage_rate
1239,2558.0938399,0.0,2558.0933205,6e-06,0.0,0.6856683
1240,2558.0938399,0.0,2558.0933205,6e-06,0.0,0.6856683
1241,1066.8711236,0.0,1066.8708893,3.4e-06,0.0,0.2827148
1242,1066.8711236,0.0,1066.8708893,3.4e-06,0.0,0.2827148
1243,1066.8711236,0.0,1066.8708893,3.4e-06,0.0,0.2827148
1244,1066.8711236,0.0,1066.8708893,3.4e-06,0.0,0.2827148
1245,1066.8711236,0.0,1066.8708893,3.4e-06,0.0,0.2827148
1246,1066.8711236,0.0,1066.8708893,3.4e-06,0.0,0.2827148
1247,1066.8711236,0.0,1066.8708893,3.4e-06,0.0,0.2827148
1248,1066.8711236,0.0,1066.8708893,3.4e-06,0.0,0.2827148
1249,1066.8711236,0.0,1066.8708893,3.4e-06,0.0,0.2827148
1250,1066.8711236,0.0,1066.8708893,3.4e-06,0.0,0.2827148
1251,0.0,0.0,6e-06,6e-06,0.0,0.0
1252,0.0,0.0,6e-06,6e-06,0.0,0.0
1253,0.0,0.0,6e-06,6e-06,0.0,0.0
1254,0.0,0.0,6e-06,6e-06,0.0,0.0
1255,0.0,0.0,6e-06,6e-06,0.0,0.0
1256,0.0,0.0,6e-06,6e-06,0.0,0.0
1257,0.0,0.0,6e-06,6e-06,0.0,0.0
1258,0.0,0.0,6e-06,6e-06,0.0,0.0
1259,0.0,0.0,6e-06,6e-06,0.0,0.0
1260,0.0,0.0,6e-06,6e-06,0.0,0.0
1261,0.0,0.0,6e-06,6e-06,0.0,0.0
1262,0.0,0.0,6e-06,6e-06,0.0,0.0
1263,0.0,0.0,6e-06,6e-06,0.0,0.0
1264,0.0,0.0,6e-06,6e-06,0.0,0.0
1265,0.0,0.0,6e-06,6e-06,0.0,0.0
1266,0.0,0.0,6e-06,6e-06,0.0,0.0
1267,0.0,0.0,6e-06,6e-06,0.0,0.0
1268,0.0,0.0,6e-06,6e-06,0.0,0.0
1269,0.0,0.0,6e-06,6e-06,0.0,0.0
1270,0.0,0.0,6e-06,6e-06,0.0,0.0
1271,0.0,0.0,0.0,0.0,0.0,0.0
1272,0.0,0.0,0.0,0.0,0.0,0.0
1273,0.0,0.0,0.0,0.0,0.0,0.0
1274,0.0,0.0,0.0,0.0,0.0,0.0
1275,0.0,0.0,0.0,0.0,0.0,0.0
1276,0.0,0.0,0.0,0.0,0.0,0.0
1277,0.0,0.0,0.0,0.0,0.0,0.0
1278,0.0,0.0,0.0,0.0,0.0,0.0
1279,0.0,0.0,0.0,0.0,0.0,0.0
1280,0.0,0.0,0.0,0.0,0.0,0.0
1281,0.0,0.0,6e-06,6e-06,0.0,0.0
1282,0.0,0.0,6e-06,6e-06,0.0,0.0
1283,0.0,0.0,6e-06,6e-06,0.0,0.0
1284,0.0,0.0,6e-06,6e-06,0.0,0.0
1285,0.0,0.0,6e-06,6e-06,0.0,0.0
1286,0.0,0.0,6e-06,6e-06,0.0,0.0
1287,0.0,0.0,6e-06,6e-06,0.0,0.0
1288,0.0,0.0,6e-06,6e-06,0.0,0.0
1289,0.0,0.0,6e-06,6e-06,0.0,0.0
1290,0.0,0.0,6e-06,6e-06,0.0,0.0
1291,0.0,0.0,6e-06,6e-06,0.0,0.0
1292,0.0,0.0,6e-06,6e-06,0.0,0.0
1293,0.0,0.0,6e-06,6e-06,0.0,0.0
1294,0.0,0.0,6e-06,6e-06,0.0,0.0
1295,0.0,0.0,6e-06,6e-06,0.0,0.0
1296,0.0,0.0,6e-06,6e-06,0.0,0.0
1297,0.0,0.0,6e-06,6e-06,0.0,0.0
1298,0.0,0.0,6e-06,6e-06,0.0,0.0
1299,0.0,0.0,6e-06,6e-06,0.0,0.0
1300,0.0,0.0,6e-06,6e-06,0.0,0.0
1301,0.0,0.0,0.0,0.0,0.0,0.0
1302,0.0,0.0,0.0,0.0,0.0,0.0
1303,0.0,0.0,0.0,0.0,0.0,0.0
1304,0.0,0.0,0.0,0.0,0.0,0.0
1305,0.0,0.0,0.0,0.0,0.0,0.0
1306,0.0,0.0,0.0,0.0,0.0,0.0
1307,0.0,0.0,0.0,0.0,0.0,0.0
1308,0.0,0.0,0.0,0.0,0.0,0.0
1309,0.0,0.0,0.0,0.0,0.0,0.0
1310,0.0,0.0,0.0,0.0,0.0,0.0
1311,0.0,0.0,6e-06,6e-06,0.0,0.0
1312,0.0,0.0,6e-06,6e-06,0.0,0.0
1313,0.0,0.0,6e-06,6e-06,0.0,0.0
1314,0.0,0.0,6e-06,6e-06,0.0,0.0
1315,0.0,0.0,6e-06,6e-06,0.0,0.0
1316,0.0,0.0,6e-06,6e-06,0.0,0.0
1317,0.0,0.0,6e-06,6e-06,0.0,0.0
1318,0.0,0.0,6e-06,6e-06,0.0,0.0
1319,0.0,0.0,6e-06,6e-06,0.0,0.0
1320,0.0,0.0,6e-06,6e-06,0.0,0.0
1321,0.0,0.0,6e-06,6e-06,0.0,0.0
1322,0.0,0.0,6e-06,6e-06,0.0,0.0
1323,0.0,0.0,6e-06,6e-06,0.0,0.0
1324,0.0,0.0,6e-06,6e-06,0.0,0.0
1325,0.0,0.0,6e-06,6e-06,0.0,0.0
1326,0.0,0.0,6e-06,6e-06,0.0,0.0
1327,0.0,0.0,6e-06,6e-06,0.0,0.0
1328,0.0,0.0,6e-06,6e-06,0.0,0.0
1329,0.0,0.0,6e-06,6e-06,0.0,0.0
1330,0.0,0.0,6e-06,6e-06,0.0,0.0
1331,0.0,0.0,0.0,0.0,0.0,0.0
1332,0.0,0.0,0.0,0.0,0.0,0.0
1333,0.0,0.0,0.0,0.0,0.0,0.0
1334,0.0,0.0,0.0,0.0,0.0,0.0
1335,0.0,0.0,0.0,0.0,0.0,0.0
1336,0.0,0.0,0.0,0.0,0.0,0.0
1337,0.0,0.0,0.0,0.0,0.0,0.0
1338,0.0,0.0,0.0,0.0,0.0,0.0
1339,0.0,0.0,0.0,0.0,0.0,0.0
1340,0.0,0.0,0.0,0.0,0.0,0.0
1341,0.0,0.0,6e-06,6e-06,0.0,0.0
1342,0.0,0.0,6e-06,6e-06,0.0,0.0
1343,0.0,0.0,6e-06,6e-06,0.0,0.0
1344,0.0,0.0,6e-06,6e-06,0.0,0.0
1345,0.0,0.0,6e-06,6e-06,0.0,0.0
1346,0.0,0.0,6e-06,6e-06,0.0,0.0
1347,0.0,0.0,6e-06,6e-06,0.0,0.0
1348,0.0,0.0,6e-06,6e-06,0.0,0.0
1349,0.0,0.0,6e-06,6e-06,0.0,0.0
1350,0.0,0.0,6e-06,6e-06,0.0,0.0
1351,0.0,0.0,6e-06,6e-06,0.0,0.0
1352,0.0,0.0,6e-06,6e-06,0.0,0.0
1353,0.0,0.0,6e-06,6e-06,0.0,0.0
1354,0.0,0.0,6e-06,6e-06,0.0,0.0
1355,0.0,0.0,6e-06,6e-06,0.0,0.0
1356,0.0,0.0,6e-06,6e-06,0.0,0.0
1357,0.0,0.0,6e-06,6e-06,0.0,0.0
1358,0.0,0.0,6e-06,6e-06,0.0,0.0
1359,0.0,0.0,6e-06,6e-06,0.0,0.0
1360,0.0,0.0,6e-06,6e-06,0.0,0.0
